acceptance_rate,architecture,batch,condition,context,decode_ms,decode_tok_s,draft_kv,draft_model_sha256,draft_tokens_accepted,draft_tokens_proposed,flash_attention,input_tokens_expected,length_class,main_model_sha256,model,model_short,n_max,output_bytes,output_sha256,output_tokens,p_min,parallel,prompt_id,prompt_ms,prompt_sha256,prompt_tok_s,prompt_tokens,quantization,requested_output_tokens,run_key,runtime_commit,seed,status,target_kv,temperature,time_to_first_content_ms,timestamp,top_k,ubatch,wall_ms
0.5591397849462365,dense,512,n8,8192,1014.539,252.33135443782842,f16/f16,fcb35dea42c71333db904cee11baac525c9ef872818ee3753f6cb156f3c6f4f6,208,372,True,220,short,faff1a63667fac17ac5e777f47114688fcefea96e220e211aaa8d62c2c4561f1,gemma4-12b-it-qat-q4_0,12b,8,723,e8d3104d2792673674e92505469f8acf78d73e738b0cea7c5efffc498863b8e1,256,0.0,1,12b-256-2,110.001,6a1be2d5a03d891e83db3fb614531412ed659acbec5c9232479fcbc1d987f130,1999.9818183471057,220,QAT Q4_0,256,12b:n8:256:2,7ba604f1cb61cd14898138e9abc0b4ff2601f180,20261067,ok,f16/f16,0.0,403.699748,2026-08-09T14:42:44+0900,1,512,1418.330723
0.4878640776699029,dense,512,n8,8192,1151.985,222.22511577841726,f16/f16,fcb35dea42c71333db904cee11baac525c9ef872818ee3753f6cb156f3c6f4f6,201,412,True,226,short,faff1a63667fac17ac5e777f47114688fcefea96e220e211aaa8d62c2c4561f1,gemma4-12b-it-qat-q4_0,12b,8,658,cbe757f2a1a2ef0144f89491182b6ac81a4e09abc8c53c735efb75a963f6fe3c,256,0.0,1,12b-256-1,98.481,3068836f7f6fc2613833f94be555cb59e9ed1751c38c94cc4a6f2e347454b3c8,2294.858906794204,226,QAT Q4_0,256,12b:n8:256:1,7ba604f1cb61cd14898138e9abc0b4ff2601f180,20261066,ok,f16/f16,0.0,188.76123,2026-08-09T14:42:45+0900,1,512,1340.816616
0.6454545454545455,dense,512,n8,8192,974.594,262.673482496301,f16/f16,fcb35dea42c71333db904cee11baac525c9ef872818ee3753f6cb156f3c6f4f6,213,330,True,3992,long,faff1a63667fac17ac5e777f47114688fcefea96e220e211aaa8d62c2c4561f1,gemma4-12b-it-qat-q4_0,12b,8,319,0879da9159d57055f7f513b1c66d3b33a19cc84ffbbd67596f263303b113134f,256,0.0,1,12b-4000-0,1189.934,dead35f2868e643235e86ed266c503ac1a923602174dd3f142b79fbe159db627,3354.807913716223,3992,QAT Q4_0,256,12b:n8:4000:0,7ba604f1cb61cd14898138e9abc0b4ff2601f180,20264809,ok,f16/f16,0.0,1354.44677,2026-08-09T14:42:46+0900,1,512,2329.368742
0.5282051282051282,dense,512,n8,8192,1124.804,227.59520769840788,f16/f16,fcb35dea42c71333db904cee11baac525c9ef872818ee3753f6cb156f3c6f4f6,206,390,True,3959,long,faff1a63667fac17ac5e777f47114688fcefea96e220e211aaa8d62c2c4561f1,gemma4-12b-it-qat-q4_0,12b,8,352,b4afbc1ae9aad62cc3b11cb034309ff3d147618bac3121da3f996b82672eda61,256,0.0,1,12b-4000-1,1204.544,026a0b42c9e5001fe6f98cf2e4ce8974ca1015d1dd358220cef5385d40a59f1d,3286.720950002656,3959,QAT Q4_0,256,12b:n8:4000:1,7ba604f1cb61cd14898138e9abc0b4ff2601f180,20264810,ok,f16/f16,0.0,1208.593854,2026-08-09T14:42:49+0900,1,512,2333.675558
0.386317907444668,dense,512,n8,8192,1418.228,180.5069424662325,f16/f16,fcb35dea42c71333db904cee11baac525c9ef872818ee3753f6cb156f3c6f4f6,192,497,True,3995,long,faff1a63667fac17ac5e777f47114688fcefea96e220e211aaa8d62c2c4561f1,gemma4-12b-it-qat-q4_0,12b,8,934,1142ccdce98ac64a7c7dc2a0cc540ac49f5ebfac5bfb557f0725fda1ce5af21c,256,0.0,1,12b-4000-2,1211.318,86b67ad17f190d995929f17b6bcad66823c0b2064038e40a99afbfe7d3329ff6,3298.0604597636625,3995,QAT Q4_0,256,12b:n8:4000:2,7ba604f1cb61cd14898138e9abc0b4ff2601f180,20264811,ok,f16/f16,0.0,1216.218011,2026-08-09T14:42:51+0900,1,512,2634.626825
0.46296296296296297,dense,512,n8,8192,1193.032,214.57932394101752,f16/f16,fcb35dea42c71333db904cee11baac525c9ef872818ee3753f6cb156f3c6f4f6,200,432,True,1021,medium,faff1a63667fac17ac5e777f47114688fcefea96e220e211aaa8d62c2c4561f1,gemma4-12b-it-qat-q4_0,12b,8,448,d8e866da4cd883a1fd00f891d62d7f294bde6bb17c5b3eee8bdd57f4bd9df364,256,0.0,1,12b-1024-2,455.194,c00cb12e642260cba5ee2373f39459eb9174d8edb087111cac6cc26012c7c9ed,2242.999688045097,1021,QAT Q4_0,256,12b:n8:1024:2,7ba604f1cb61cd14898138e9abc0b4ff2601f180,20261835,ok,f16/f16,0.0,833.738286,2026-08-09T14:42:54+0900,1,512,2026.785456
0.5295629820051414,dense,512,n8,8192,1048.37,244.18859753712908,f16/f16,fcb35dea42c71333db904cee11baac525c9ef872818ee3753f6cb156f3c6f4f6,206,389,True,217,short,faff1a63667fac17ac5e777f47114688fcefea96e220e211aaa8d62c2c4561f1,gemma4-12b-it-qat-q4_0,12b,8,969,a83baa4893a1597567922c7f1a3c4be22d4671b1c2d13b251c4fa881374a9950,256,0.0,1,12b-256-0,93.393,b0d6c139fb89e109e1079a05af83d268b63b62ee9e3a0731c338acfff1e7e16f,2323.5146103026996,217,QAT Q4_0,256,12b:n8:256:0,7ba604f1cb61cd14898138e9abc0b4ff2601f180,20261065,ok,f16/f16,0.0,439.446426,2026-08-09T14:42:56+0900,1,512,1488.052357
0.826271186440678,dense,512,n4,8192,990.413,258.47802886270676,f16/f16,fcb35dea42c71333db904cee11baac525c9ef872818ee3753f6cb156f3c6f4f6,195,236,True,226,short,faff1a63667fac17ac5e777f47114688fcefea96e220e211aaa8d62c2c4561f1,gemma4-12b-it-qat-q4_0,12b,4,711,69047099891dca999f9ff1d2e1f5477f83a5ca9441320e540fb2eb15bef0325a,256,0.0,1,12b-256-1,96.766,3068836f7f6fc2613833f94be555cb59e9ed1751c38c94cc4a6f2e347454b3c8,2335.5310749643468,226,QAT Q4_0,256,12b:n4:256:1,7ba604f1cb61cd14898138e9abc0b4ff2601f180,20261066,ok,f16/f16,0.0,110.266154,2026-08-09T14:43:01+0900,1,512,1100.823682
0.6319444444444444,dense,512,n4,8192,1227.225,208.60070484222535,f16/f16,fcb35dea42c71333db904cee11baac525c9ef872818ee3753f6cb156f3c6f4f6,182,288,True,3995,long,faff1a63667fac17ac5e777f47114688fcefea96e220e211aaa8d62c2c4561f1,gemma4-12b-it-qat-q4_0,12b,4,966,911742caeb143b5ac39787e81a93b0cd5b4a4a528bec1bd4ebe19c5ba5d19850,256,0.0,1,12b-4000-2,1187.844,86b67ad17f190d995929f17b6bcad66823c0b2064038e40a99afbfe7d3329ff6,3363.23624987793,3995,QAT Q4_0,256,12b:n4:4000:2,7ba604f1cb61cd14898138e9abc0b4ff2601f180,20264811,ok,f16/f16,0.0,1286.591111,2026-08-09T14:43:02+0900,1,512,2513.965552
0.6135593220338983,dense,512,n4,8192,1244.573,205.69303688895707,f16/f16,fcb35dea42c71333db904cee11baac525c9ef872818ee3753f6cb156f3c6f4f6,181,295,True,3992,long,faff1a63667fac17ac5e777f47114688fcefea96e220e211aaa8d62c2c4561f1,gemma4-12b-it-qat-q4_0,12b,4,654,eca108250569079ee9a5c820fabd6fad8e1dd3d0a70ecca921eb4ba8ac96fb1f,256,0.0,1,12b-4000-0,1231.519,dead35f2868e643235e86ed266c503ac1a923602174dd3f142b79fbe159db627,3241.525303304293,3992,QAT Q4_0,256,12b:n4:4000:0,7ba604f1cb61cd14898138e9abc0b4ff2601f180,20264809,ok,f16/f16,0.0,1236.071535,2026-08-09T14:43:05+0900,1,512,2480.890277
0.7364341085271318,dense,512,n4,8192,1066.234,240.09738950361742,f16/f16,fcb35dea42c71333db904cee11baac525c9ef872818ee3753f6cb156f3c6f4f6,190,258,True,217,short,faff1a63667fac17ac5e777f47114688fcefea96e220e211aaa8d62c2c4561f1,gemma4-12b-it-qat-q4_0,12b,4,979,2bd29807bf1edb273375d780af6e9e1090e5076ea19a973151acee5cad3386df,256,0.0,1,12b-256-0,94.6,b0d6c139fb89e109e1079a05af83d268b63b62ee9e3a0731c338acfff1e7e16f,2293.868921775899,217,QAT Q4_0,256,12b:n4:256:0,7ba604f1cb61cd14898138e9abc0b4ff2601f180,20261065,ok,f16/f16,0.0,518.685974,2026-08-09T14:43:07+0900,1,512,1584.951998
0.6376306620209059,dense,512,n4,8192,1197.475,213.7831687509134,f16/f16,fcb35dea42c71333db904cee11baac525c9ef872818ee3753f6cb156f3c6f4f6,183,287,True,1018,medium,faff1a63667fac17ac5e777f47114688fcefea96e220e211aaa8d62c2c4561f1,gemma4-12b-it-qat-q4_0,12b,4,484,ed16b05382943555a85d8f692db37dcbb83a4acb2390d0904c65c0dfecd99e14,256,0.0,1,12b-1024-0,429.955,c94d46d729670d58d1e2aa0240aa435a1946a09be8350f15736c9015cba3d9d5,2367.689641939273,1018,QAT Q4_0,256,12b:n4:1024:0,7ba604f1cb61cd14898138e9abc0b4ff2601f180,20261833,ok,f16/f16,0.0,521.422927,2026-08-09T14:43:09+0900,1,512,1718.971662
0.47988505747126436,dense,512,n4,8192,1444.541,177.21892282738946,f16/f16,fcb35dea42c71333db904cee11baac525c9ef872818ee3753f6cb156f3c6f4f6,167,348,True,1021,medium,faff1a63667fac17ac5e777f47114688fcefea96e220e211aaa8d62c2c4561f1,gemma4-12b-it-qat-q4_0,12b,4,654,ac1805da7e56cb998553175234328e8be02f2d826b777904a6a6de0acde9d806,256,0.0,1,12b-1024-2,455.327,c00cb12e642260cba5ee2373f39459eb9174d8edb087111cac6cc26012c7c9ed,2242.3445128446147,1021,QAT Q4_0,256,12b:n4:1024:2,7ba604f1cb61cd14898138e9abc0b4ff2601f180,20261835,ok,f16/f16,0.0,457.276792,2026-08-09T14:43:10+0900,1,512,1902.090995
0.8340425531914893,dense,512,n4,8192,1024.503,249.877257558055,f16/f16,fcb35dea42c71333db904cee11baac525c9ef872818ee3753f6cb156f3c6f4f6,196,235,True,3959,long,faff1a63667fac17ac5e777f47114688fcefea96e220e211aaa8d62c2c4561f1,gemma4-12b-it-qat-q4_0,12b,4,319,d851bdba185057117807cad1ecff75380121c5865307d8c373c2d4ae409d7f84,256,0.0,1,12b-4000-1,1210.01,026a0b42c9e5001fe6f98cf2e4ce8974ca1015d1dd358220cef5385d40a59f1d,3271.8737861670566,3959,QAT Q4_0,256,12b:n4:4000:1,7ba604f1cb61cd14898138e9abc0b4ff2601f180,20264810,ok,f16/f16,0.0,1213.821081,2026-08-09T14:43:12+0900,1,512,2238.429944
0.7619047619047619,dense,512,n4,8192,1059.173,241.698004008788,f16/f16,fcb35dea42c71333db904cee11baac525c9ef872818ee3753f6cb156f3c6f4f6,192,252,True,985,medium,faff1a63667fac17ac5e777f47114688fcefea96e220e211aaa8d62c2c4561f1,gemma4-12b-it-qat-q4_0,12b,4,345,905afeb1c10bbc3be9eb96031cf329648603c71692fd85803a3a8f8da8139a06,256,0.0,1,12b-1024-1,437.375,983d181a3fbe7000d237e9148de64f4224f57ad63471a8ac12408cc6c8f8f014,2252.0720205773077,985,QAT Q4_0,256,12b:n4:1024:1,7ba604f1cb61cd14898138e9abc0b4ff2601f180,20261834,ok,f16/f16,0.0,817.512664,2026-08-09T14:43:15+0900,1,512,1876.922112
0.6727272727272727,dense,512,n4,8192,1138.551,224.847196129115,f16/f16,fcb35dea42c71333db904cee11baac525c9ef872818ee3753f6cb156f3c6f4f6,185,275,True,220,short,faff1a63667fac17ac5e777f47114688fcefea96e220e211aaa8d62c2c4561f1,gemma4-12b-it-qat-q4_0,12b,4,762,70c6956adacd7e174110b84ae8dd525344e440e27f5aa3fc870ae239f3ba3cef,256,0.0,1,12b-256-2,96.93,6a1be2d5a03d891e83db3fb614531412ed659acbec5c9232479fcbc1d987f130,2269.679149901991,220,QAT Q4_0,256,12b:n4:256:2,7ba604f1cb61cd14898138e9abc0b4ff2601f180,20261067,ok,f16/f16,0.0,436.121094,2026-08-09T14:43:16+0900,1,512,1574.828753
0.8888888888888888,dense,512,n1,8192,1775.47,144.18717297391677,f16/f16,fcb35dea42c71333db904cee11baac525c9ef872818ee3753f6cb156f3c6f4f6,120,135,True,985,medium,faff1a63667fac17ac5e777f47114688fcefea96e220e211aaa8d62c2c4561f1,gemma4-12b-it-qat-q4_0,12b,1,345,7ba7ff7323748c2bb559367e394201c6ddd8293c6e0c59d65f0bb2d69f99f794,256,0.0,1,12b-1024-1,431.309,983d181a3fbe7000d237e9148de64f4224f57ad63471a8ac12408cc6c8f8f014,2283.745528148033,985,QAT Q4_0,256,12b:n1:1024:1,7ba604f1cb61cd14898138e9abc0b4ff2601f180,20261834,ok,f16/f16,0.0,446.664632,2026-08-09T14:43:22+0900,1,512,2222.156985
0.8345323741007195,dense,512,n1,8192,1765.804,144.97645265272928,f16/f16,fcb35dea42c71333db904cee11baac525c9ef872818ee3753f6cb156f3c6f4f6,116,139,True,226,short,faff1a63667fac17ac5e777f47114688fcefea96e220e211aaa8d62c2c4561f1,gemma4-12b-it-qat-q4_0,12b,1,811,b90d76fc734e552f877411f8b77f7d394e895c92074b4ec9465e98b203c3b35e,256,0.0,1,12b-256-1,110.377,3068836f7f6fc2613833f94be555cb59e9ed1751c38c94cc4a6f2e347454b3c8,2047.528017612365,226,QAT Q4_0,256,12b:n1:256:1,7ba604f1cb61cd14898138e9abc0b4ff2601f180,20261066,ok,f16/f16,0.0,400.138189,2026-08-09T14:43:24+0900,1,512,2166.175216
0.8540145985401459,dense,512,n1,8192,1867.484,137.08283444463245,f16/f16,fcb35dea42c71333db904cee11baac525c9ef872818ee3753f6cb156f3c6f4f6,117,137,True,3992,long,faff1a63667fac17ac5e777f47114688fcefea96e220e211aaa8d62c2c4561f1,gemma4-12b-it-qat-q4_0,12b,1,505,ad76d74e9e4fa9a27bd850b0c1e06a4bf927370a9de9aaab2f3a65e74dd3069a,256,0.0,1,12b-4000-0,1218.141,dead35f2868e643235e86ed266c503ac1a923602174dd3f142b79fbe159db627,3277.1247335078615,3992,QAT Q4_0,256,12b:n1:4000:0,7ba604f1cb61cd14898138e9abc0b4ff2601f180,20264809,ok,f16/f16,0.0,1380.230168,2026-08-09T14:43:26+0900,1,512,3247.720919
0.7638888888888888,dense,512,n1,8192,1935.127,132.29105893308295,f16/f16,fcb35dea42c71333db904cee11baac525c9ef872818ee3753f6cb156f3c6f4f6,110,144,True,3995,long,faff1a63667fac17ac5e777f47114688fcefea96e220e211aaa8d62c2c4561f1,gemma4-12b-it-qat-q4_0,12b,1,1000,dce03c319cd34234c69e1dab898541820dea356b6c9f523b6144076341007e5e,256,0.0,1,12b-4000-2,1215.437,86b67ad17f190d995929f17b6bcad66823c0b2064038e40a99afbfe7d3329ff6,3286.8836476098722,3995,QAT Q4_0,256,12b:n1:4000:2,7ba604f1cb61cd14898138e9abc0b4ff2601f180,20264811,ok,f16/f16,0.0,1219.620473,2026-08-09T14:43:30+0900,1,512,3154.882653
0.8540145985401459,dense,512,n1,8192,1816.242,140.95037996037973,f16/f16,fcb35dea42c71333db904cee11baac525c9ef872818ee3753f6cb156f3c6f4f6,117,137,True,1018,medium,faff1a63667fac17ac5e777f47114688fcefea96e220e211aaa8d62c2c4561f1,gemma4-12b-it-qat-q4_0,12b,1,914,0b4bc6fc5e72b132483d2552710a13f45a6a78b4309e24c9e651030b34d66b99,256,0.0,1,12b-1024-0,457.629,c94d46d729670d58d1e2aa0240aa435a1946a09be8350f15736c9015cba3d9d5,2224.5093733133167,1018,QAT Q4_0,256,12b:n1:1024:0,7ba604f1cb61cd14898138e9abc0b4ff2601f180,20261833,ok,f16/f16,0.0,822.386843,2026-08-09T14:43:33+0900,1,512,2638.469739
0.8676470588235294,dense,512,n1,8192,1848.788,138.4690943472156,f16/f16,fcb35dea42c71333db904cee11baac525c9ef872818ee3753f6cb156f3c6f4f6,118,136,True,3959,long,faff1a63667fac17ac5e777f47114688fcefea96e220e211aaa8d62c2c4561f1,gemma4-12b-it-qat-q4_0,12b,1,883,08537ad280680f6c0813cc4ae9ec1fe21b6a8914f3612e779f15303c7e524884,256,0.0,1,12b-4000-1,1186.03,026a0b42c9e5001fe6f98cf2e4ce8974ca1015d1dd358220cef5385d40a59f1d,3338.0268627269124,3959,QAT Q4_0,256,12b:n1:4000:1,7ba604f1cb61cd14898138e9abc0b4ff2601f180,20264810,ok,f16/f16,0.0,1190.17279,2026-08-09T14:43:36+0900,1,512,3039.105238
0.8405797101449275,dense,512,n1,8192,1759.949,145.45876045271766,f16/f16,fcb35dea42c71333db904cee11baac525c9ef872818ee3753f6cb156f3c6f4f6,116,138,True,220,short,faff1a63667fac17ac5e777f47114688fcefea96e220e211aaa8d62c2c4561f1,gemma4-12b-it-qat-q4_0,12b,1,396,d1a39d64a3a55e78af818df7825b62d79d37b9dc8f220198125c149ed9d63264,256,0.0,1,12b-256-2,98.142,6a1be2d5a03d891e83db3fb614531412ed659acbec5c9232479fcbc1d987f130,2241.6498542927598,220,QAT Q4_0,256,12b:n1:256:2,7ba604f1cb61cd14898138e9abc0b4ff2601f180,20261067,ok,f16/f16,0.0,513.105927,2026-08-09T14:43:39+0900,1,512,2273.124353
0.8014184397163121,dense,512,n1,8192,1799.179,142.28712095905965,f16/f16,fcb35dea42c71333db904cee11baac525c9ef872818ee3753f6cb156f3c6f4f6,113,141,True,217,short,faff1a63667fac17ac5e777f47114688fcefea96e220e211aaa8d62c2c4561f1,gemma4-12b-it-qat-q4_0,12b,1,950,530d436f05cc927f8fb04a5eb1494a52805eebe355b7804cb66d552ff77407b5,256,0.0,1,12b-256-0,94.728,b0d6c139fb89e109e1079a05af83d268b63b62ee9e3a0731c338acfff1e7e16f,2290.7693606958874,217,QAT Q4_0,256,12b:n1:256:0,7ba604f1cb61cd14898138e9abc0b4ff2601f180,20261065,ok,f16/f16,0.0,190.158309,2026-08-09T14:43:41+0900,1,512,1989.405689
0.795774647887324,dense,512,n1,8192,1854.677,138.02942506970217,f16/f16,fcb35dea42c71333db904cee11baac525c9ef872818ee3753f6cb156f3c6f4f6,113,142,True,1021,medium,faff1a63667fac17ac5e777f47114688fcefea96e220e211aaa8d62c2c4561f1,gemma4-12b-it-qat-q4_0,12b,1,438,36d38cdf59f0e4777a1abd4329d5c80dbce8a964fa933a285247bbf96d4e50e3,256,0.0,1,12b-1024-2,441.792,c00cb12e642260cba5ee2373f39459eb9174d8edb087111cac6cc26012c7c9ed,2311.0423004490804,1021,QAT Q4_0,256,12b:n1:1024:2,7ba604f1cb61cd14898138e9abc0b4ff2601f180,20261835,ok,f16/f16,0.0,532.468833,2026-08-09T14:43:43+0900,1,512,2387.388016
0.5571428571428572,dense,512,n6,8192,1124.987,227.5581851168058,f16/f16,fcb35dea42c71333db904cee11baac525c9ef872818ee3753f6cb156f3c6f4f6,195,350,True,220,short,faff1a63667fac17ac5e777f47114688fcefea96e220e211aaa8d62c2c4561f1,gemma4-12b-it-qat-q4_0,12b,6,762,70c6956adacd7e174110b84ae8dd525344e440e27f5aa3fc870ae239f3ba3cef,256,0.0,1,12b-256-2,95.639,6a1be2d5a03d891e83db3fb614531412ed659acbec5c9232479fcbc1d987f130,2300.3168163615264,220,QAT Q4_0,256,12b:n6:256:2,7ba604f1cb61cd14898138e9abc0b4ff2601f180,20261067,ok,f16/f16,0.0,110.538359,2026-08-09T14:45:46+0900,1,512,1235.816292
